feature_type,fn,fp,jointhreshold,maxdf,num_actual_comparisons,num_features,num_hash_tables,precision,sensitivity,tn,total_potential_comparisons,tp,filename,file_creation,processing_time
countvectoriser,7992.0,1598.0,0.6,0.15984000000000004,8667960,,5,0.9313485414787129,0.7306460854032557,49963731.0,49995000.0,21679.0,fake_10000/cv_5_0p15984_0p60000_260.json,2020-02-02 10:08:31.487051264,0 days 00:00:35.210121216
countvectoriser,8073.0,1514.0,0.6,0.06393600000000002,5016952,,5,0.9344929041190724,0.72791614707964,49963815.0,49995000.0,21598.0,fake_10000/cv_5_0p06394_0p60000_261.json,2020-02-02 10:08:52.562575872,0 days 00:00:21.075524608
countvectoriser,9055.0,6340.0,0.6,0.025574400000000004,2916888,,5,0.7648018993916011,0.6948198577735837,49958989.0,49995000.0,20616.0,fake_10000/cv_5_0p02557_0p60000_262.json,2020-02-02 10:09:05.636191488,0 days 00:00:13.073615616
countvectoriser,13422.0,28773.0,0.6,0.010229760000000003,1482876,,5,0.3609124428057394,0.5476391088942064,49936556.0,49995000.0,16249.0,fake_10000/cv_5_0p01023_0p60000_263.json,2020-02-02 10:09:14.960289536,0 days 00:00:09.324098048
countvectoriser,19491.0,3.0,0.3,0.999,35018714,,5,0.9997053913385053,0.34309595227663375,49965326.0,49995000.0,10180.0,fake_10000/cv_5_0p99900_0p30000_264.json,2020-02-02 10:11:28.556308224,0 days 00:02:13.596018688
countvectoriser,20488.0,2.0,0.3,0.3996,26832768,,5,0.9997822536744693,0.3094941188365744,49965327.0,49995000.0,9183.0,fake_10000/cv_5_0p39960_0p30000_265.json,2020-02-02 10:13:03.513283328,0 days 00:01:34.956975104
countvectoriser,20987.0,0.0,0.3,0.15984000000000004,8667960,,5,1.0,0.29267635064541137,49965329.0,49995000.0,8684.0,fake_10000/cv_5_0p15984_0p30000_266.json,2020-02-02 10:13:36.327352064,0 days 00:00:32.814068736
countvectoriser,20855.0,0.0,0.3,0.06393600000000002,5016952,,5,1.0,0.29712513902463683,49965329.0,49995000.0,8816.0,fake_10000/cv_5_0p06394_0p30000_267.json,2020-02-02 10:13:57.025363968,0 days 00:00:20.698011904
countvectoriser,20756.0,23.0,0.3,0.025574400000000004,2916888,,5,0.99742671738644,0.300461730309056,49965306.0,49995000.0,8915.0,fake_10000/cv_5_0p02557_0p30000_268.json,2020-02-02 10:14:09.494842368,0 days 00:00:12.469478400
countvectoriser,21542.0,1731.0,0.3,0.010229760000000003,1482876,,5,0.8244421906693712,0.2739712176873041,49963598.0,49995000.0,8129.0,fake_10000/cv_5_0p01023_0p30000_269.json,2020-02-02 10:14:17.929357056,0 days 00:00:08.434514688
hashingtf,13038.0,1720979.0,1.0,,3485224,32000.0,1,0.0095723326035962,0.5605810387246807,48244350.0,49995000.0,16633.0,"fake_10000/htf_1_32,000p00000_1p00000_1000.json",2020-02-02 10:40:15.546106112,0 days 00:25:57.616749056
hashingtf,,,1.0,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/htf_1_65,000p00000_1p00000_1001.json",2020-02-02 10:40:16.377998848,0 days 00:00:00.831892736
hashingtf,11521.0,3336149.0,1.0,,6718598,128000.0,1,0.005410966643104863,0.6117084021435071,46629180.0,49995000.0,18150.0,"fake_10000/htf_1_128,000p00000_1p00000_1002.json",2020-02-02 10:41:59.393120512,0 days 00:01:43.015121664
hashingtf,11043.0,4260726.0,1.0,,8568708,256000.0,1,0.004352993465836199,0.6278184085470662,45704603.0,49995000.0,18628.0,"fake_10000/htf_1_256,000p00000_1p00000_1003.json",2020-02-02 10:43:46.062099200,0 days 00:01:46.668978688
hashingtf,13737.0,1057146.0,1.0,,2156160,512000.0,1,0.014848846311551795,0.5370226820801456,48908183.0,49995000.0,15934.0,"fake_10000/htf_1_512,000p00000_1p00000_1004.json",2020-02-02 10:44:08.094277376,0 days 00:00:22.032178176
hashingtf,14299.0,4115.0,0.6,,3485224,32000.0,1,0.7888335813619336,0.5180816285261703,49961214.0,49995000.0,15372.0,"fake_10000/htf_1_32,000p00000_0p60000_1005.json",2020-02-02 10:44:24.027191296,0 days 00:00:15.932913920
hashingtf,,,0.6,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/htf_1_65,000p00000_0p60000_1006.json",2020-02-02 10:44:24.824494080,0 days 00:00:00.797302784
hashingtf,13187.0,3149.0,0.6,,6718598,128000.0,1,0.8396067844954923,0.5555593003269186,49962180.0,49995000.0,16484.0,"fake_10000/htf_1_128,000p00000_0p60000_1007.json",2020-02-02 10:44:50.280630272,0 days 00:00:25.456136192
hashingtf,12978.0,3156.0,0.6,,8568708,256000.0,1,0.8409995465766538,0.5626032152606922,49962173.0,49995000.0,16693.0,"fake_10000/htf_1_256,000p00000_0p60000_1008.json",2020-02-02 10:45:22.259769344,0 days 00:00:31.979139072
hashingtf,14770.0,2303.0,0.6,,2156160,512000.0,1,0.8661357823761916,0.5022075427184793,49963026.0,49995000.0,14901.0,"fake_10000/htf_1_512,000p00000_0p60000_1009.json",2020-02-02 10:45:32.565928704,0 days 00:00:10.306159360
hashingtf,21498.0,2.0,0.3,,3485224,32000.0,1,0.9997553516819572,0.2754541471470459,49965327.0,49995000.0,8173.0,"fake_10000/htf_1_32,000p00000_0p30000_1010.json",2020-02-02 10:45:47.026445568,0 days 00:00:14.460516864
hashingtf,,,0.3,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/htf_1_65,000p00000_0p30000_1011.json",2020-02-02 10:45:47.759965952,0 days 00:00:00.733520384
hashingtf,21065.0,3.0,0.3,,6718598,128000.0,1,0.999651527471251,0.2900475211485963,49965326.0,49995000.0,8606.0,"fake_10000/htf_1_128,000p00000_0p30000_1012.json",2020-02-02 10:46:17.193972224,0 days 00:00:29.434006272
hashingtf,21252.0,2.0,0.3,,8568708,256000.0,1,0.9997624985156157,0.2837450709446935,49965327.0,49995000.0,8419.0,"fake_10000/htf_1_256,000p00000_0p30000_1013.json",2020-02-02 10:46:49.365064192,0 days 00:00:32.171091968
hashingtf,21425.0,1.0,0.3,,2156160,512000.0,1,0.999878743785619,0.2779144619325267,49965328.0,49995000.0,8246.0,"fake_10000/htf_1_512,000p00000_0p30000_1014.json",2020-02-02 10:46:59.583515648,0 days 00:00:10.218451456
hashingtf,,,1.0,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/htf_2_32,000p00000_1p00000_1015.json",2020-02-02 10:47:00.782586624,0 days 00:00:01.199070976
hashingtf,,,1.0,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/htf_2_65,000p00000_1p00000_1016.json",2020-02-02 10:47:01.755169280,0 days 00:00:00.972582656
hashingtf,,,1.0,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/htf_2_128,000p00000_1p00000_1017.json",2020-02-02 10:47:02.758959616,0 days 00:00:01.003790336
hashingtf,,,1.0,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/htf_2_256,000p00000_1p00000_1018.json",2020-02-02 10:47:03.679041792,0 days 00:00:00.920082176
hashingtf,,,1.0,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/htf_2_512,000p00000_1p00000_1019.json",2020-02-02 10:47:04.668549888,0 days 00:00:00.989508096
hashingtf,,,0.6,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/htf_2_32,000p00000_0p60000_1020.json",2020-02-02 10:47:05.602723328,0 days 00:00:00.934173440
hashingtf,,,0.6,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/htf_2_65,000p00000_0p60000_1021.json",2020-02-02 10:47:06.683971072,0 days 00:00:01.081247744
hashingtf,,,0.6,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/htf_2_128,000p00000_0p60000_1022.json",2020-02-02 10:47:07.690855168,0 days 00:00:01.006884096
hashingtf,,,0.6,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/htf_2_256,000p00000_0p60000_1023.json",2020-02-02 10:47:08.635461376,0 days 00:00:00.944606208
hashingtf,,,0.6,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/htf_2_512,000p00000_0p60000_1024.json",2020-02-02 10:47:09.610498560,0 days 00:00:00.975037184
hashingtf,,,0.3,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/htf_2_32,000p00000_0p30000_1025.json",2020-02-02 10:47:10.630977024,0 days 00:00:01.020478464
hashingtf,,,0.3,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/htf_2_65,000p00000_0p30000_1026.json",2020-02-02 10:47:11.647018496,0 days 00:00:01.016041472
hashingtf,,,0.3,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/htf_2_128,000p00000_0p30000_1027.json",2020-02-02 10:47:12.639870208,0 days 00:00:00.992851712
hashingtf,,,0.3,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/htf_2_256,000p00000_0p30000_1028.json",2020-02-02 10:47:13.564768512,0 days 00:00:00.924898304
hashingtf,,,0.3,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/htf_2_512,000p00000_0p30000_1029.json",2020-02-02 10:47:14.548641536,0 days 00:00:00.983873024
hashingtf,,,1.0,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/htf_3_32,000p00000_1p00000_1030.json",2020-02-02 10:47:15.792562176,0 days 00:00:01.243920640
hashingtf,,,1.0,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/htf_3_65,000p00000_1p00000_1031.json",2020-02-02 10:47:17.002941440,0 days 00:00:01.210379264
hashingtf,,,1.0,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/htf_3_128,000p00000_1p00000_1032.json",2020-02-02 10:47:18.202456064,0 days 00:00:01.199514624
hashingtf,,,1.0,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/htf_3_256,000p00000_1p00000_1033.json",2020-02-02 10:47:19.378459904,0 days 00:00:01.176003840
hashingtf,,,1.0,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/htf_3_512,000p00000_1p00000_1034.json",2020-02-02 10:47:20.520912128,0 days 00:00:01.142452224
hashingtf,,,0.6,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/htf_3_32,000p00000_0p60000_1035.json",2020-02-02 10:47:21.734759936,0 days 00:00:01.213847808
hashingtf,,,0.6,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/htf_3_65,000p00000_0p60000_1036.json",2020-02-02 10:47:22.907754496,0 days 00:00:01.172994560
hashingtf,,,0.6,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/htf_3_128,000p00000_0p60000_1037.json",2020-02-02 10:47:24.086328320,0 days 00:00:01.178573824
hashingtf,,,0.6,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/htf_3_256,000p00000_0p60000_1038.json",2020-02-02 10:47:25.242245120,0 days 00:00:01.155916800
hashingtf,,,0.6,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/htf_3_512,000p00000_0p60000_1039.json",2020-02-02 10:47:26.386025216,0 days 00:00:01.143780096
hashingtf,,,0.3,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/htf_3_32,000p00000_0p30000_1040.json",2020-02-02 10:47:27.547333632,0 days 00:00:01.161308416
hashingtf,,,0.3,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/htf_3_65,000p00000_0p30000_1041.json",2020-02-02 10:47:28.689835264,0 days 00:00:01.142501632
hashingtf,,,0.3,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/htf_3_128,000p00000_0p30000_1042.json",2020-02-02 10:47:29.839977472,0 days 00:00:01.150142208
hashingtf,,,0.3,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/htf_3_256,000p00000_0p30000_1043.json",2020-02-02 10:47:31.150700032,0 days 00:00:01.310722560
hashingtf,,,0.3,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/htf_3_512,000p00000_0p30000_1044.json",2020-02-02 10:47:32.512172544,0 days 00:00:01.361472512
hashingtf,,,1.0,,77882792,32000.0,4,,,,49995000.0,,"fake_10000/htf_4_32,000p00000_1p00000_1045.json",2020-02-02 10:47:34.083138816,0 days 00:00:01.570966272
hashingtf,,,1.0,,17815560,65000.0,4,,,,49995000.0,,"fake_10000/htf_4_65,000p00000_1p00000_1046.json",2020-02-02 10:47:35.506783488,0 days 00:00:01.423644672
hashingtf,,,1.0,,77579222,128000.0,4,,,,49995000.0,,"fake_10000/htf_4_128,000p00000_1p00000_1047.json",2020-02-02 10:47:36.862865664,0 days 00:00:01.356082176
hashingtf,,,1.0,,55073814,256000.0,4,,,,49995000.0,,"fake_10000/htf_4_256,000p00000_1p00000_1048.json",2020-02-02 10:47:38.268064768,0 days 00:00:01.405199104
hashingtf,,,1.0,,21999944,512000.0,4,,,,49995000.0,,"fake_10000/htf_4_512,000p00000_1p00000_1049.json",2020-02-02 10:47:39.714609152,0 days 00:00:01.446544384
hashingtf,,,0.6,,77882792,32000.0,4,,,,49995000.0,,"fake_10000/htf_4_32,000p00000_0p60000_1050.json",2020-02-02 10:47:41.290745856,0 days 00:00:01.576136704
hashingtf,,,0.6,,17815560,65000.0,4,,,,49995000.0,,"fake_10000/htf_4_65,000p00000_0p60000_1051.json",2020-02-02 10:47:42.740058368,0 days 00:00:01.449312512
hashingtf,,,0.6,,77579222,128000.0,4,,,,49995000.0,,"fake_10000/htf_4_128,000p00000_0p60000_1052.json",2020-02-02 10:47:44.433966080,0 days 00:00:01.693907712
hashingtf,,,0.6,,55073814,256000.0,4,,,,49995000.0,,"fake_10000/htf_4_256,000p00000_0p60000_1053.json",2020-02-02 10:47:45.742418176,0 days 00:00:01.308452096
hashingtf,,,0.6,,21999944,512000.0,4,,,,49995000.0,,"fake_10000/htf_4_512,000p00000_0p60000_1054.json",2020-02-02 10:47:47.181880832,0 days 00:00:01.439462656
hashingtf,,,0.3,,77882792,32000.0,4,,,,49995000.0,,"fake_10000/htf_4_32,000p00000_0p30000_1055.json",2020-02-02 10:47:48.466086400,0 days 00:00:01.284205568
hashingtf,,,0.3,,17815560,65000.0,4,,,,49995000.0,,"fake_10000/htf_4_65,000p00000_0p30000_1056.json",2020-02-02 10:47:49.832710656,0 days 00:00:01.366624256
hashingtf,,,0.3,,77579222,128000.0,4,,,,49995000.0,,"fake_10000/htf_4_128,000p00000_0p30000_1057.json",2020-02-02 10:47:51.170959104,0 days 00:00:01.338248448
hashingtf,,,0.3,,55073814,256000.0,4,,,,49995000.0,,"fake_10000/htf_4_256,000p00000_0p30000_1058.json",2020-02-02 10:47:52.512822272,0 days 00:00:01.341863168
hashingtf,,,0.3,,21999944,512000.0,4,,,,49995000.0,,"fake_10000/htf_4_512,000p00000_0p30000_1059.json",2020-02-02 10:47:53.923345408,0 days 00:00:01.410523136
hashingtf,,,1.0,,80699208,32000.0,5,,,,49995000.0,,"fake_10000/htf_5_32,000p00000_1p00000_1060.json",2020-02-02 10:47:55.606847488,0 days 00:00:01.683502080
hashingtf,,,1.0,,19767784,65000.0,5,,,,49995000.0,,"fake_10000/htf_5_65,000p00000_1p00000_1061.json",2020-02-02 10:47:57.240682240,0 days 00:00:01.633834752
hashingtf,,,1.0,,82296890,128000.0,5,,,,49995000.0,,"fake_10000/htf_5_128,000p00000_1p00000_1062.json",2020-02-02 10:47:58.841641216,0 days 00:00:01.600958976
hashingtf,,,1.0,,57652882,256000.0,5,,,,49995000.0,,"fake_10000/htf_5_256,000p00000_1p00000_1063.json",2020-02-02 10:48:00.424402176,0 days 00:00:01.582760960
hashingtf,,,1.0,,27800350,512000.0,5,,,,49995000.0,,"fake_10000/htf_5_512,000p00000_1p00000_1064.json",2020-02-02 10:48:02.086085376,0 days 00:00:01.661683200
hashingtf,,,0.6,,80699208,32000.0,5,,,,49995000.0,,"fake_10000/htf_5_32,000p00000_0p60000_1065.json",2020-02-02 10:48:03.663767040,0 days 00:00:01.577681664
hashingtf,,,0.6,,19767784,65000.0,5,,,,49995000.0,,"fake_10000/htf_5_65,000p00000_0p60000_1066.json",2020-02-02 10:48:05.313065984,0 days 00:00:01.649298944
hashingtf,,,0.6,,82296890,128000.0,5,,,,49995000.0,,"fake_10000/htf_5_128,000p00000_0p60000_1067.json",2020-02-02 10:48:06.863435520,0 days 00:00:01.550369536
hashingtf,,,0.6,,57652882,256000.0,5,,,,49995000.0,,"fake_10000/htf_5_256,000p00000_0p60000_1068.json",2020-02-02 10:48:08.433836288,0 days 00:00:01.570400768
hashingtf,,,0.6,,27800350,512000.0,5,,,,49995000.0,,"fake_10000/htf_5_512,000p00000_0p60000_1069.json",2020-02-02 10:48:10.026942976,0 days 00:00:01.593106688
hashingtf,,,0.3,,80699208,32000.0,5,,,,49995000.0,,"fake_10000/htf_5_32,000p00000_0p30000_1070.json",2020-02-02 10:48:11.820517376,0 days 00:00:01.793574400
hashingtf,,,0.3,,19767784,65000.0,5,,,,49995000.0,,"fake_10000/htf_5_65,000p00000_0p30000_1071.json",2020-02-02 10:48:13.451214592,0 days 00:00:01.630697216
hashingtf,,,0.3,,82296890,128000.0,5,,,,49995000.0,,"fake_10000/htf_5_128,000p00000_0p30000_1072.json",2020-02-02 10:48:15.010989312,0 days 00:00:01.559774720
hashingtf,,,0.3,,57652882,256000.0,5,,,,49995000.0,,"fake_10000/htf_5_256,000p00000_0p30000_1073.json",2020-02-02 10:48:16.619891456,0 days 00:00:01.608902144
hashingtf,,,0.3,,27800350,512000.0,5,,,,49995000.0,,"fake_10000/htf_5_512,000p00000_0p30000_1074.json",2020-02-02 10:48:18.264784896,0 days 00:00:01.644893440
tfidf,13038.0,1720979.0,1.0,,3485224,32000.0,1,0.0095723326035962,0.5605810387246807,48244350.0,49995000.0,16633.0,"fake_10000/tfidf_1_32,000p00000_1p00000_1075.json",2020-02-02 10:49:21.237832448,0 days 00:01:02.973047552
tfidf,,,1.0,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/tfidf_1_65,000p00000_1p00000_1076.json",2020-02-02 10:49:22.688883200,0 days 00:00:01.451050752
tfidf,11521.0,3336149.0,1.0,,6718598,128000.0,1,0.005410966643104863,0.6117084021435071,46629180.0,49995000.0,18150.0,"fake_10000/tfidf_1_128,000p00000_1p00000_1077.json",2020-02-02 10:51:13.034051328,0 days 00:01:50.345168128
tfidf,11043.0,4260726.0,1.0,,8568708,256000.0,1,0.004352993465836199,0.6278184085470662,45704603.0,49995000.0,18628.0,"fake_10000/tfidf_1_256,000p00000_1p00000_1078.json",2020-02-02 10:53:30.389993216,0 days 00:02:17.355941888
tfidf,13737.0,1057146.0,1.0,,2156160,512000.0,1,0.014848846311551795,0.5370226820801456,48908183.0,49995000.0,15934.0,"fake_10000/tfidf_1_512,000p00000_1p00000_1079.json",2020-02-02 10:53:57.266332928,0 days 00:00:26.876339712
tfidf,14299.0,4115.0,0.6,,3485224,32000.0,1,0.7888335813619336,0.5180816285261703,49961214.0,49995000.0,15372.0,"fake_10000/tfidf_1_32,000p00000_0p60000_1080.json",2020-02-02 10:54:12.794405120,0 days 00:00:15.528072192
tfidf,,,0.6,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/tfidf_1_65,000p00000_0p60000_1081.json",2020-02-02 10:54:13.889810432,0 days 00:00:01.095405312
tfidf,13187.0,3149.0,0.6,,6718598,128000.0,1,0.8396067844954923,0.5555593003269186,49962180.0,49995000.0,16484.0,"fake_10000/tfidf_1_128,000p00000_0p60000_1082.json",2020-02-02 10:54:40.154755584,0 days 00:00:26.264945152
tfidf,12978.0,3156.0,0.6,,8568708,256000.0,1,0.8409995465766538,0.5626032152606922,49962173.0,49995000.0,16693.0,"fake_10000/tfidf_1_256,000p00000_0p60000_1083.json",2020-02-02 10:55:12.463169536,0 days 00:00:32.308413952
tfidf,14770.0,2303.0,0.6,,2156160,512000.0,1,0.8661357823761916,0.5022075427184793,49963026.0,49995000.0,14901.0,"fake_10000/tfidf_1_512,000p00000_0p60000_1084.json",2020-02-02 10:55:23.814352384,0 days 00:00:11.351182848
tfidf,21498.0,2.0,0.3,,3485224,32000.0,1,0.9997553516819572,0.2754541471470459,49965327.0,49995000.0,8173.0,"fake_10000/tfidf_1_32,000p00000_0p30000_1085.json",2020-02-02 10:55:39.385802240,0 days 00:00:15.571449856
tfidf,,,0.3,,10273820,65000.0,1,,,,49995000.0,,"fake_10000/tfidf_1_65,000p00000_0p30000_1086.json",2020-02-02 10:55:40.446349312,0 days 00:00:01.060547072
tfidf,21065.0,3.0,0.3,,6718598,128000.0,1,0.999651527471251,0.2900475211485963,49965326.0,49995000.0,8606.0,"fake_10000/tfidf_1_128,000p00000_0p30000_1087.json",2020-02-02 10:56:08.236163584,0 days 00:00:27.789814272
tfidf,21252.0,2.0,0.3,,8568708,256000.0,1,0.9997624985156157,0.2837450709446935,49965327.0,49995000.0,8419.0,"fake_10000/tfidf_1_256,000p00000_0p30000_1088.json",2020-02-02 10:56:41.048787968,0 days 00:00:32.812624384
tfidf,21425.0,1.0,0.3,,2156160,512000.0,1,0.999878743785619,0.2779144619325267,49965328.0,49995000.0,8246.0,"fake_10000/tfidf_1_512,000p00000_0p30000_1089.json",2020-02-02 10:56:52.302616832,0 days 00:00:11.253828864
tfidf,,,1.0,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_32,000p00000_1p00000_1090.json",2020-02-02 10:56:53.797654016,0 days 00:00:01.495037184
tfidf,,,1.0,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_65,000p00000_1p00000_1091.json",2020-02-02 10:56:55.081199104,0 days 00:00:01.283545088
tfidf,,,1.0,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_128,000p00000_1p00000_1092.json",2020-02-02 10:56:56.469063168,0 days 00:00:01.387864064
tfidf,,,1.0,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_256,000p00000_1p00000_1093.json",2020-02-02 10:56:57.850834176,0 days 00:00:01.381771008
tfidf,,,1.0,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_512,000p00000_1p00000_1094.json",2020-02-02 10:56:59.297725440,0 days 00:00:01.446891264
tfidf,,,0.6,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_32,000p00000_0p60000_1095.json",2020-02-02 10:57:00.685646848,0 days 00:00:01.387921408
tfidf,,,0.6,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_65,000p00000_0p60000_1096.json",2020-02-02 10:57:02.007117056,0 days 00:00:01.321470208
tfidf,,,0.6,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_128,000p00000_0p60000_1097.json",2020-02-02 10:57:03.337310976,0 days 00:00:01.330193920
tfidf,,,0.6,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_256,000p00000_0p60000_1098.json",2020-02-02 10:57:04.904433408,0 days 00:00:01.567122432
tfidf,,,0.6,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_512,000p00000_0p60000_1099.json",2020-02-02 10:57:06.336521216,0 days 00:00:01.432087808
tfidf,,,0.3,,22453204,32000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_32,000p00000_0p30000_1100.json",2020-02-02 10:57:07.618846464,0 days 00:00:01.282325248
tfidf,,,0.3,,11434592,65000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_65,000p00000_0p30000_1101.json",2020-02-02 10:57:08.863333632,0 days 00:00:01.244487168
tfidf,,,0.3,,14773256,128000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_128,000p00000_0p30000_1102.json",2020-02-02 10:57:10.245975296,0 days 00:00:01.382641664
tfidf,,,0.3,,10055000,256000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_256,000p00000_0p30000_1103.json",2020-02-02 10:57:11.673417984,0 days 00:00:01.427442688
tfidf,,,0.3,,19491846,512000.0,2,,,,49995000.0,,"fake_10000/tfidf_2_512,000p00000_0p30000_1104.json",2020-02-02 10:57:13.149584896,0 days 00:00:01.476166912
tfidf,,,1.0,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_32,000p00000_1p00000_1105.json",2020-02-02 10:57:14.724252160,0 days 00:00:01.574667264
tfidf,,,1.0,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_65,000p00000_1p00000_1106.json",2020-02-02 10:57:16.248489984,0 days 00:00:01.524237824
tfidf,,,1.0,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_128,000p00000_1p00000_1107.json",2020-02-02 10:57:17.780473600,0 days 00:00:01.531983616
tfidf,,,1.0,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_256,000p00000_1p00000_1108.json",2020-02-02 10:57:19.314805248,0 days 00:00:01.534331648
tfidf,,,1.0,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_512,000p00000_1p00000_1109.json",2020-02-02 10:57:21.086525696,0 days 00:00:01.771720448
tfidf,,,0.6,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_32,000p00000_0p60000_1110.json",2020-02-02 10:57:22.527102976,0 days 00:00:01.440577280
tfidf,,,0.6,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_65,000p00000_0p60000_1111.json",2020-02-02 10:57:28.079535360,0 days 00:00:05.552432384
tfidf,,,0.6,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_128,000p00000_0p60000_1112.json",2020-02-02 10:57:29.734521088,0 days 00:00:01.654985728
tfidf,,,0.6,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_256,000p00000_0p60000_1113.json",2020-02-02 10:57:31.371956736,0 days 00:00:01.637435648
tfidf,,,0.6,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_512,000p00000_0p60000_1114.json",2020-02-02 10:57:33.187715584,0 days 00:00:01.815758848
tfidf,,,0.3,,61406592,32000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_32,000p00000_0p30000_1115.json",2020-02-02 10:57:34.759762176,0 days 00:00:01.572046592
tfidf,,,0.3,,15596182,65000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_65,000p00000_0p30000_1116.json",2020-02-02 10:57:36.317509376,0 days 00:00:01.557747200
tfidf,,,0.3,,60298558,128000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_128,000p00000_0p30000_1117.json",2020-02-02 10:57:37.894891264,0 days 00:00:01.577381888
tfidf,,,0.3,,36932456,256000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_256,000p00000_0p30000_1118.json",2020-02-02 10:57:39.504307968,0 days 00:00:01.609416704
tfidf,,,0.3,,20816188,512000.0,3,,,,49995000.0,,"fake_10000/tfidf_3_512,000p00000_0p30000_1119.json",2020-02-02 10:57:41.321403392,0 days 00:00:01.817095424
tfidf,,,1.0,,77882792,32000.0,4,,,,49995000.0,,"fake_10000/tfidf_4_32,000p00000_1p00000_1120.json",2020-02-02 10:57:43.091862016,0 days 00:00:01.770458624
tfidf,,,1.0,,17815560,65000.0,4,,,,49995000.0,,"fake_10000/tfidf_4_65,000p00000_1p00000_1121.json",2020-02-02 10:57:44.878900224,0 days 00:00:01.787038208
tfidf,,,1.0,,77579222,128000.0,4,,,,49995000.0,,"fake_10000/tfidf_4_128,000p00000_1p00000_1122.json",2020-02-02 10:57:46.605871360,0 days 00:00:01.726971136
tfidf,,,1.0,,55073814,256000.0,4,,,,49995000.0,,"fake_10000/tfidf_4_256,000p00000_1p00000_1123.json",2020-02-02 10:57:48.416257536,0 days 00:00:01.810386176
tfidf,,,1.0,,21999944,512000.0,4,,,,49995000.0,,"fake_10000/tfidf_4_512,000p00000_1p00000_1124.json",2020-02-02 10:57:50.539563776,0 days 00:00:02.123306240
